124.062 151.0518 1.604397 0 59013486.6176 
122.8125 147.7119 1.42016 0 59013503.104 
122.48 144.1917 1.386633 0 59013508.8512 
122.3293 147.0958 1.382157 0 59013542.4256 
122.2814 145.1753 1.388381 0 59013573.1072 
122.5482 145.7497 1.373401 0 59013604.5056 
123.3975 149.6781 1.368255 0 59013638.3104 
123.3964 150.066 1.369842 0 59013669.8368 
123.815 151.7947 1.391781 0 59013701.888 
123.2231 147.3037 1.468878 0 59013732.8256 
123.1104 152.9903 1.470128 0 59013766.3488 
122.7435 146.249 1.292497 0 59013812.3264 
122.3049 155.8158 1.267336 0 59013845.3632 
121.5764 155.4938 1.249046 0 59013877.0688 
119.8862 154.2991 1.224511 0 59013908.16 
118.5245 151.8101 1.194085 0 59013941.0688 
115.4906 143.2254 0.7756897 0 59013974.5024 
115.6335 149.4104 1.040238 0 59014004.4416 
114.5582 151.7051 1.168682 0 59014037.2352 
110.8502 143.5727 0.658806 0 59014070.0672 
112.317 153.1999 1.058941 0 59014101.3888 
112.9898 150.951 0.9975419 0 59014133.3248 
113.2316 152.4357 1.000083 0 59014165.4016 
114.5194 154.3736 0.9969973 0 59014213.5168 
115.6946 157.4008 1.242676 0 59014249.3568 
116.21 159.3329 1.264429 0 59014279.2064 
116.6757 160.4767 1.267336 0 59014311.7824 
115.8754 159.2839 1.249046 0 59014342.7456 
115.6098 156.9198 1.086847 0 59014374.2848 
116.046 159.049 1.11198 0 59014406.784 
117.7681 162.3402 1.287002 0 59014443.0976 
118.2047 159.4016 1.112496 0 59014475.0592 
118.1479 159.0075 1.145174 0 59014503.0272 
118.7333 162.5949 1.282367 0 59014534.8224 
117.8922 160.5299 1.153747 0 59014564.6592 
118.338 162.5423 1.259079 0 59014617.9584 
118.9245 163.0649 1.259079 0 59014649.2288 
119.1162 164.2948 1.252241 0 59014677.4912 
119.8538 165.3189 1.245679 0 59014708.5824 
119.7032 165.2711 1.232098 0 59014740.48 
119.6702 164.0407 1.201112 0 59014772.3776 
120.9118 165.0051 1.203622 0 59014805.0944 
