152.7137 24.10637 2.776858 0 60303724.1472 
159.8528 22.10223 2.786521 0 60303742.2848 
163.9671 20.93503 2.777067 0 60303756.5824 
162.503 21.03188 2.790865 0 60303786.688 
156.8133 22.22092 2.834334 0 60303818.496 
155.7187 22.07264 2.845773 0 60303866.4064 
156.1225 22.00828 2.845773 0 60303898.56 
160.3999 20.83714 2.850136 0 60303930.6496 
161.9644 20.25878 2.816232 0 60303963.0464 
152.7295 22.76991 2.822675 0 60303995.5328 
156.9999 21.19747 2.808008 0 60304026.2656 
161.0567 20.07673 2.775198 0 60304058.3936 
155.9387 21.98403 2.785957 0 60304090.9184 
155.3095 21.93991 2.781737 0 60304121.8176 
152.5053 22.89705 2.735404 0 60304154.0736 
154.7097 22.77908 2.787213 0 60304186.368 
155.3842 22.68781 2.796037 0 60304218.0224 
160.2143 21.01178 2.765351 0 60304266.5344 
160.2247 20.78176 2.754717 0 60304298.8544 
162.516 19.82505 2.736701 0 60304330.9312 
160.7271 20.22006 2.74307 0 60304362.0096 
160.2444 20.46253 2.731946 0 60304394.5856 
160.1642 20.51891 2.741352 0 60304428.0192 
147.5591 23.04286 2.728112 0 60304458.88 
154.9034 22.95459 2.766601 0 60304491.2128 
160.3486 20.64316 2.677945 0 60304522.7648 
148.2655 23.89673 2.807647 0 60304555.1616 
151.0737 23.6352 2.72245 0 60304587.2384 
155.2368 22.64817 2.721396 0 60304618.6624 
153.1923 23.22085 2.731835 0 60304673.0624 
155.9438 22.46262 2.709898 0 60304699.968 
160.2952 20.88825 2.688814 0 60304730.2528 
158.4757 21.47998 2.706923 0 60304762.4704 
152.897 23.22683 2.736701 0 60304794.176 
156.3619 21.21253 2.706923 0 60304829.376 
163.3826 19.54258 2.700413 0 60304858.0352 
162.8311 19.71978 2.71002 0 60304890.4576 
160.9737 20.6459 2.722251 0 60304922.688 
158.0923 20.58847 2.727454 0 60304953.9328 
161.3702 20.05852 2.665897 0 60304986.496 
160.6018 20.85313 2.70358 0 60305018.4448 
151.2893 24.42474 2.726778 0 60305066.7136 
164.3414 19.67185 2.671409 0 60305100.5568 
154.1418 23.40649 2.72245 0 60305130.4448 
161.108 20.66509 2.688814 0 60305162.5216 
161.8682 20.24746 2.689118 0 60305194.496 
162.8896 19.74476 2.689439 0 60305226.2272 
159.2776 21.24244 2.721187 0 60305257.9968 
161.0796 20.61153 2.709185 0 60305290.1376 
160.2327 20.79771 2.727903 0 60305322.2528 
160.8612 20.61721 2.735174 0 60305357.5296 
153.8628 23.16597 2.76607 0 60305387.9808 
160.2332 20.75464 2.744174 0 60305418.8288 
163.1613 19.6405 2.763624 0 60305466.0096 
160.9572 20.3502 2.765632 0 60305498.4064 
154.4767 22.96229 2.784972 0 60305529.6896 
162.4095 19.80839 2.803037 0 60305562.24 
160.4785 20.72487 2.834547 0 60305594.816 
159.1712 21.48012 2.823143 0 60305628.2112 
155.3299 22.99729 2.845047 0 60305657.9072 
165.2662 19.78451 2.87655 0 60305690.6368 
165.5395 19.8934 2.889903 0 60305722.6368 
163.6536 20.62232 2.878598 0 60305754.88 
165.613 20.12468 2.837082 0 60305787.072 
162.5 21.02427 2.823505 0 60305818.4064 
156.2293 23.13052 2.811295 0 60305873.8432 
164.6563 20.27109 2.803715 0 60305901.6064 
163.4831 20.28594 2.789776 0 60305931.3024 
166.0356 19.48952 2.773462 0 60305962.7008 
166.2987 19.53909 2.773462 0 60305994.4576 
167.0801 19.25836 2.758516 0 60306026.8288 
169.1447 18.46379 2.755255 0 60306058.2528 
167.3124 18.77551 2.713858 0 60306090.9312 
168.6682 17.06441 2.69014 0 60306122.432 
173.5957 17.10723 2.582993 0 60306154.9184 
169.3919 18.76185 2.659079 0 60306187.0592 
165.5638 20.99938 2.677945 0 60306221.9904 
169.9905 19.05224 2.684118 0 60306266.2656 
168.8382 18.80061 2.695487 0 60306298.7264 
165.1796 19.95838 2.697647 0 60306331.0976 
168.8217 18.50181 2.683933 0 60306362.6496 
172.943 16.92523 2.662679 0 60306393.8688 
172.9045 16.5819 2.646459 0 60306426.4192 
173.8506 17.32698 2.654693 0 60306458.7008 
170.3675 17.54743 2.671616 0 60306490.7008 
171.495 17.02483 2.664247 0 60306523.1616 
171.9816 16.68345 2.663762 0 60306554.0736 
172.0706 16.52462 2.663762 0 60306586.4832 
172.4706 16.82926 2.663762 0 60306618.1632 
172.177 16.92232 2.677945 0 60306666.2144 
172.6596 16.81528 2.691833 0 60306701.312 
170.8793 17.38499 2.709185 0 60306730.7392 
170.0303 17.70182 2.719342 0 60306762.6496 
172.3711 16.89732 2.711266 0 60306793.8816 
175.4708 16.2138 2.693448 0 60306826.7008 
177.4839 15.43423 2.677945 0 60306858.8288 
177.4859 15.50427 2.677945 0 60306893.248 
178.8442 15.07115 2.402316 0 60306923.8656 
178.5764 14.99679 2.402316 0 60306955.5328 
178.6644 14.85992 2.402316 0 60306986.9696 
178.241 14.88794 2.402316 0 60307019.5584 
177.1395 15.32263 2.668686 0 60307066.56 
166.2079 21.24002 2.606998 0 60307098.6624 
177.3126 15.13161 2.668686 0 60307130.56 
176.968 14.91204 2.677945 0 60307162.4448 
178.104 14.73497 2.371578 0 60307194.6624 
178.8398 14.35375 2.371578 0 60307227.7504 
177.5151 14.67245 2.697173 0 60307268.2624 
177.9852 14.45238 2.387434 0 60307290.8544 
179.0174 14.25621 2.387434 0 60307322.5856 
178.9477 14.25551 2.387434 0 60307356.7744 
178.8705 14.29963 2.387434 0 60307386.6368 
179.2203 14.23887 2.387434 0 60307419.6736 
179.1815 14.30106 2.387434 0 60307468.0704 
178.0946 14.55236 2.387434 0 60307498.6112 
177.9859 14.46548 2.387434 0 60307530.9312 
177.9212 14.57561 2.371578 0 60307562.3936 
178.0625 14.54134 2.387434 0 60307594.8032 
178.8586 14.25 2.387434 0 60307626.6752 
178.8789 14.32134 2.387434 0 60307658.752 
176.0037 14.97816 2.71183 0 60307693.9136 
177.5282 14.58469 2.71676 0 60307722.5728 
177.8878 14.3586 2.387434 0 60307753.92 
177.5464 14.54459 2.725528 0 60307786.688 
177.4687 14.58073 2.725528 0 60307821.696 
177.8252 14.58256 2.71676 0 60307868.6848 
177.6667 14.52666 2.71676 0 60307898.6496 
171.3173 16.57049 2.716143 0 60307931.4176 
173.5022 16.0605 2.720173 0 60307963.3408 
172.3319 16.09615 2.746802 0 60307995.6992 
172.6307 16.20753 2.740799 0 60308026.7008 
166.9097 17.92758 2.792822 0 60308058.1632 
172.6186 16.87038 2.699219 0 60308090.368 
169.449 18.55091 2.709185 0 60308126.2336 
168.1883 18.89418 2.768605 0 60308154.24 
170.5368 17.83995 2.786887 0 60308186.56 
165.4188 19.1208 2.850136 0 60308218.2656 
164.2273 19.28088 2.877629 0 60308284.0704 
163.4951 19.34511 2.934096 0 60308300.352 
165.2629 18.65466 2.918116 0 60308331.1104 
164.9574 18.78986 2.947113 0 60308362.7648 
166.1829 18.80958 -2.966001 0 60308394.7904 
160.3879 19.75227 3.027152 0 60308427.2512 
167.9164 18.62745 -2.915991 0 60308458.4064 
165.4165 19.24611 -2.982937 0 60308490.1632 
171.8162 19.00752 -2.782822 0 60308522.048 
169.4602 19.1371 -2.867017 0 60308554.6112 
171.2352 19.22976 -2.782822 0 60308586.1248 
173.2398 19.4736 -2.685819 0 60308619.1872 
173.6809 20.04607 -2.613518 0 60308666.7008 
172.7208 20.2714 -2.606637 0 60308698.496 
171.3529 20.57398 -2.652473 0 60308730.2528 
171.8132 21.21358 -2.591739 0 60308763.0336 
177.0493 23.85672 -2.263438 0 60308795.5584 
175.9783 23.82081 -2.3766 0 60308826.5216 
176.7021 23.94249 -2.356194 0 60308858.368 
172.7945 23.42191 -2.625667 0 60308890.2912 
172.3857 24.25855 -2.65535 0 60308922.5856 
178.4849 25.76315 -2.286998 0 60308954.8288 
177.9025 26.69283 -2.297439 0 60308985.9584 
177.596 26.6383 -2.316999 0 60309018.2016 
